28828.871784579795 |[62.5, 875.9765625, 399.4140625, -54.6875, -82.03125]|
28828.875089669767 |[-30.2734375, -310.546875, -354.4921875, -47.8515625, 16.11328125]|
28828.87839475974 |[-74.70703125, -1000.0, -626.953125, -10.25390625, -21.484375]|
28828.881699849713 |[-11.23046875, -87.890625, 27.83203125, -8.7890625, -28.80859375]|
28828.885004939686 |[27.83203125, 854.4921875, 434.5703125, -42.96875, 66.89453125]|
28828.88831002966 |[-45.41015625, -80.56640625, -178.22265625, -41.50390625, 45.41015625]|
28828.89161511963 |[-126.953125, -1000.0, -776.3671875, -11.71875, 54.6875]|
28828.894920209605 |[-74.70703125, -556.640625, -243.1640625, -7.8125, -14.6484375]|
28828.898225299577 |[27.83203125, 398.4375, 330.078125, -30.76171875, 6.8359375]|
28828.90153038955 |[3.41796875, -186.5234375, -142.08984375, -38.57421875, 85.9375]|
28828.904835479523 |[-106.93359375, -918.9453125, -624.0234375, -23.92578125, -71.77734375]|
28828.908140569496 |[-93.75, -791.015625, -429.19921875, -4.39453125, -37.59765625]|
28828.91144565947 |[18.06640625, 290.52734375, 326.66015625, -41.015625, -79.58984375]|
28828.91475074944 |[7.32421875, 644.04296875, 269.04296875, -68.359375, -192.87109375]|
28828.918055839415 |[-104.00390625, -538.0859375, -631.8359375, -37.59765625, -174.31640625]|
28828.921360929387 |[-113.28125, -1000.0, -762.6953125, -14.6484375, -154.296875]|
28828.92466601936 |[-15.625, -422.8515625, -13.18359375, -17.578125, -38.0859375]|
28828.927971109333 |[27.34375, 405.76171875, 380.859375, -60.05859375, 24.90234375]|
28828.931276199306 |[-59.08203125, -275.87890625, -278.80859375, -76.171875, -76.66015625]|
28828.93458128928 |[-116.69921875, -1000.0, -737.3046875, -40.52734375, -78.61328125]|
28828.948228889032 |[-37.109375, -946.2890625, -425.78125, -25.87890625, 242.1875]|
28828.95186925275 |[31.25, -208.0078125, 223.6328125, -57.12890625, 251.953125]|
28828.955509616466 |[-46.38671875, 178.7109375, 65.91796875, -79.58984375, -219.7265625]|
28828.959149980183 |[-137.20703125, -832.03125, -783.203125, -56.640625, -246.09375]|
28828.9627903439 |[-105.46875, -748.046875, -412.109375, -45.8984375, -115.234375]|
28828.966430707616 |[-7.8125, 631.34765625, 413.57421875, -70.3125, -223.14453125]|
28828.970071071333 |[-13.671875, 769.04296875, 237.79296875, -95.703125, -279.78515625]|
28828.97371143505 |[-125.48828125, -523.4375, -569.3359375, -83.0078125, -145.99609375]|
28828.977351798767 |[-129.39453125, -977.05078125, -681.15234375, -51.26953125, -65.91796875]|
28828.980992162484 |[-29.78515625, 117.67578125, 115.72265625, -66.40625, -34.1796875]|
28828.9846325262 |[-14.16015625, 541.9921875, 261.71875, -100.5859375, -122.55859375]|
28828.988272889917 |[-93.75, -528.3203125, -588.37890625, -78.61328125, -72.75390625]|
28828.991913253634 |[-118.65234375, -1000.0, -913.0859375, -26.3671875, 338.37890625]|
28828.99555361735 |[-40.52734375, -172.8515625, -42.96875, -44.921875, 161.62109375]|
28828.999193981068 |[7.32421875, 908.69140625, 431.640625, -97.16796875, -264.16015625]|
28829.002834344785 |[-80.078125, -68.84765625, -268.06640625, -86.9140625, -185.546875]|
28829.0064747085 |[-161.62109375, -1000.0, -758.7890625, -49.31640625, -84.9609375]|
28829.01011507222 |[-84.9609375, -385.25390625, -159.66796875, -43.45703125, -96.6796875]|
28829.013755435935 |[3.41796875, 805.17578125, 474.12109375, -73.73046875, -168.45703125]|
28829.017395799652 |[-30.2734375, 308.59375, -33.69140625, -58.59375, -208.49609375]|
28829.024027432984 |[-112.79296875, -874.51171875, -742.67578125, -22.94921875, -112.79296875]|
28829.027700676204 |[-137.6953125, -885.25390625, -568.359375, -60.546875, -19.53125]|
28829.031373919424 |[-73.73046875, 220.21484375, 227.05078125, -125.9765625, -60.546875]|
28829.035047162644 |[-44.43359375, -33.203125, -63.4765625, -104.4921875, 148.92578125]|
28829.038720405864 |[-120.1171875, -1000.0, -882.8125, -59.5703125, 391.11328125]|
28829.042393649084 |[-156.25, -854.4921875, -573.2421875, -71.2890625, 22.4609375]|
28829.046066892304 |[-78.125, 133.30078125, 162.109375, -95.703125, -191.89453125]|
28829.049740135524 |[-37.59765625, 516.11328125, 308.59375, -118.1640625, -167.48046875]|
28829.053413378744 |[-115.72265625, -355.46875, -365.234375, -103.02734375, -247.0703125]|
28829.057086621964 |[-160.64453125, -987.3046875, -682.12890625, -69.82421875, -221.19140625]|
28829.060759865184 |[-67.3828125, -308.59375, -73.73046875, -64.453125, -89.84375]|
28829.064433108404 |[14.16015625, 719.23828125, 419.43359375, -84.47265625, -146.97265625]|
28829.068106351624 |[-56.640625, 148.92578125, -168.45703125, -84.47265625, -270.01953125]|
28829.071779594844 |[-146.97265625, -994.62890625, -799.8046875, -54.6875, -208.984375]|
28829.075452838064 |[-101.5625, -916.015625, -484.375, -52.734375, 113.76953125]|
28829.079126081284 |[-8.7890625, -139.16015625, 164.55078125, -83.984375, 209.9609375]|
28829.082799324504 |[-32.2265625, 394.04296875, 225.5859375, -104.98046875, -76.66015625]|
28829.086472567724 |[-114.2578125, -562.5, -548.828125, -66.40625, -153.80859375]|
28829.090145810944 |[-88.37890625, -1000.0, -541.50390625, -24.90234375, 22.4609375]|
28829.093819054164 |[4.39453125, 330.078125, 311.5234375, -48.828125, 37.109375]|
28829.095355402125 |[0.48828125, 928.7109375, 360.83984375, -76.66015625, -184.5703125]|
28829.098948116207 |[-90.33203125, -338.37890625, -483.3984375, -52.24609375, -245.1171875]|
28829.10254083029 |[-112.3046875, -1000.0, -669.921875, -20.01953125, -85.9375]|
28829.10613354437 |[-29.296875, 191.89453125, 224.12109375, -38.57421875, 97.16796875]|
28829.10972625845 |[22.4609375, -945.80078125, 503.41796875, -54.19921875, -15.13671875]|
28829.113318972533 |[-59.5703125, -137.20703125, -296.875, -31.25, -57.12890625]|
28829.116911686615 |[-104.4921875, -1000.0, -727.5390625, -3.41796875, 297.36328125]|
28829.120504400697 |[-14.16015625, -410.15625, -11.71875, -10.7421875, 302.24609375]|
28829.124097114778 |[37.59765625, 767.08984375, 546.875, -37.109375, -99.12109375]|
28829.12768982886 |[-18.06640625, 456.54296875, -20.01953125, -38.57421875, -197.75390625]|
28829.13128254294 |[-97.65625, -945.3125, -758.30078125, -3.90625, 49.8046875]|
28829.134875257023 |[-46.38671875, -520.01953125, -190.91796875, 14.6484375, 54.6875]|
28829.138467971105 |[37.59765625, 823.73046875, 524.90234375, -30.76171875, -136.23046875]|
28829.142060685186 |[-6.34765625, 510.25390625, 111.81640625, -58.59375, -109.86328125]|
28829.145653399268 |[-114.2578125, -872.0703125, -637.6953125, -31.25, 97.65625]|
28829.14924611335 |[-122.55859375, -723.14453125, -381.8359375, -6.34765625, 163.57421875]|
28829.15283882743 |[-33.203125, 641.6015625, 372.55859375, -21.484375, -85.44921875]|
28829.156431541513 |[-8.7890625, 634.765625, 195.3125, -41.9921875, -5.859375]|
28829.160024255594 |[-96.19140625, -737.3046875, -613.28125, -24.90234375, 215.33203125]|
28829.163616969676 |[-132.32421875, -993.1640625, -631.34765625, 0.9765625, 0.48828125]|
28829.18593484886 |[-41.50390625, 266.11328125, 192.3828125, -11.71875, -119.62890625]|
28829.18975788963 |[16.11328125, 714.35546875, 331.0546875, -37.59765625, 63.4765625]|
28829.1935809304 |[-62.5, -388.18359375, -420.41015625, -41.015625, 116.69921875]|
28829.19740397117 |[-127.44140625, -891.11328125, -602.05078125, -16.11328125, 13.671875]|
28829.20122701194 |[-48.828125, -64.94140625, 24.90234375, -4.39453125, 120.60546875]|
28829.20505005271 |[32.71484375, 919.921875, 512.20703125, -35.15625, 7.8125]|
28829.20887309348 |[-25.87890625, 356.93359375, -25.87890625, -43.9453125, -11.23046875]|
28829.21269613425 |[-113.76953125, -856.4453125, -676.26953125, -27.34375, 97.65625]|
28829.21651917502 |[-67.3828125, -527.34375, -214.84375, -9.27734375, 10.25390625]|
28829.22034221579 |[25.87890625, 190.4296875, 326.171875, -22.4609375, 308.59375]|
28829.22416525656 |[4.39453125, -118.1640625, 81.0546875, -48.828125, 362.3046875]|
28829.22798829733 |[-86.9140625, -748.53515625, -538.0859375, -31.25, 21.484375]|
28829.2318113381 |[-92.7734375, -878.41796875, -555.6640625, -6.8359375, 60.546875]|
28829.23563437887 |[-1.953125, -277.34375, 90.8203125, -21.97265625, 258.30078125]|
28829.23945741964 |[7.8125, 464.35546875, 365.234375, -59.5703125, 172.36328125]|
28829.24328046041 |[-93.75, 97.16796875, -156.73828125, -55.17578125, -94.7265625]|
28829.24710350118 |[-130.859375, -970.21484375, -656.73828125, -11.71875, 19.53125]|
28829.25092654195 |[-35.64453125, -136.71875, 6.34765625, -9.27734375, 38.57421875]|
28829.25474958272 |[28.80859375, -945.80078125, 557.12890625, -43.45703125, -149.4140625]|
28829.25857262349 |[-53.7109375, 409.66796875, -27.34375, -57.12890625, -147.4609375]|
28829.26881972352 |[-129.39453125, -867.67578125, -727.5390625, -24.90234375, -7.8125]|
28829.272588402982 |[-62.01171875, -655.76171875, -293.9453125, -9.27734375, 66.89453125]|
28829.276357082446 |[21.97265625, 607.91015625, 452.63671875, -46.38671875, 17.08984375]|
